Product_ID,Product_Category,Product_Type,Manufacturer,Manufacturing_Date,Original_Price_INR,Material_Type,Material_Weight_KG,Customer_Region,Usage_Months,Return_Date,Return_Reason,Product_Condition,Collection_Channel,Inspection_Result,Refurbishment_Status,Refurbishment_Cost_INR,Resale_Price_INR,Resale_Channel,Resale_Date,Recycle_Status,Recycled_Weight_KG,Waste_Weight_KG,Carbon_Saved_KG,Lifecycle_Status,Circularity_Rate_Pct,Profit_Margin_INR
EC108036,Electronics,Smartwatch,NovaWorks,2022-08-15,78680.49,Copper,3.15,Kolkata,23,2024-07-05,Upgrade,Fair,Corporate Buyback,Passed,Refurbished,3235.54,28543.56,Retail Store,2024-07-19,Not Recycled,0.0,2.88,5.76,Resold,40.0,19013.58
EC108037,Home Appliance,Air Conditioner,EcoTech,2024-02-20,77866.82,Steel,76.75,Kolkata,70,2029-11-20,End of Use,Excellent,Retailer,Failed,Not Refurbished,0.0,55369.94,B2B Reseller,2029-12-14,Not Recycled,0.0,53.97,121.81,Resold,25.0,49140.59
EC108038,Industrial Equipment,Power Supply,EcoTech,2024-06-02,10752.11,Steel,31.86,Bengaluru,40,2027-09-15,Upgrade,Good,Retailer,Failed,Not Refurbished,0.0,5168.73,Export Market,2027-11-10,Not Recycled,0.0,28.86,50.64,Resold,25.0,4308.56
EC108039,Industrial Equipment,Control Panel,TerraMotive,2023-10-15,140102.28,Mixed Materials,19.58,Chennai,43,2027-04-27,Customer Return,Poor,Online Platform,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,11.34,7.37,50.04,Recycled,38.96,0.0
EC108040,Automotive,Alternator,NovaWorks,2025-07-24,74181.24,Copper,44.05,Hyderabad,58,2030-04-29,Defect,Fair,Corporate Buyback,Failed,Not Refurbished,0.0,24645.73,Export Market,2030-06-20,Not Recycled,0.0,41.89,79.8,Resold,25.0,18711.23
EC108041,Automotive,Starter Battery,CircularX,2023-02-04,69096.53,Copper,47.07,Delhi,50,2027-03-15,Warranty Return,Good,Manufacturer Take-Back,Passed,Refurbished,5432.31,37208.4,Manufacturer Outlet,2027-04-07,Not Recycled,0.0,40.0,77.15,Resold,40.0,26248.37
EC108042,Industrial Equipment,Pump,EcoTech,2022-05-30,86387.95,Copper,17.65,Delhi,34,2025-03-15,Upgrade,Fair,Retailer,Failed,Not Refurbished,0.0,40390.36,Manufacturer Outlet,2025-05-13,Not Recycled,0.0,14.76,18.6,Resold,25.0,33479.32
EC108043,Industrial Equipment,Pump,GreenMotion,2022-07-08,35346.61,Steel,19.97,Chennai,71,2028-05-07,Warranty Return,Fair,Online Platform,Passed,Not Refurbished,0.0,15635.66,Manufacturer Outlet,2028-07-16,Not Recycled,0.0,19.08,24.56,Resold,25.0,12807.93
EC108044,Home Appliance,Vacuum Cleaner,GreenMotion,2023-12-04,51979.48,Aluminum,62.5,Mumbai,50,2028-01-12,End of Use,Good,Retailer,Passed,Not Refurbished,0.0,30749.5,Retail Store,2028-03-04,Not Recycled,0.0,57.1,56.51,Resold,25.0,26591.14
EC108045,Electronics,Smartphone,NovaWorks,2023-09-27,26755.8,Steel,1.87,Hyderabad,15,2024-12-20,Customer Return,Good,Retailer,Passed,Refurbished,1200.1,13102.73,B2B Reseller,2024-12-31,Recycled,1.77,0.08,6.26,Resold,97.33,9762.17
EC108046,Automotive,Electric Motor,ReGen Industries,2024-11-13,137565.37,Plastic,25.75,Mumbai,7,2025-06-11,Upgrade,Good,Retailer,Passed,Refurbished,14187.69,95176.58,Manufacturer Outlet,2025-08-19,Recycled,16.93,7.68,73.95,Resold,82.87,69983.66
EC108047,Electronics,Smartwatch,TerraMotive,2025-09-03,21333.92,Copper,5.55,Delhi,39,2028-11-16,Warranty Return,Good,Collection Center,Passed,Refurbished,2052.72,11916.43,B2B Reseller,2028-12-05,Recycled,4.09,1.19,15.62,Resold,86.85,8157.0
EC108048,Home Appliance,Microwave,TerraMotive,2025-05-17,21239.64,Lithium,24.08,Chennai,28,2027-09-04,Trade-In,Fair,Collection Center,Passed,Refurbished,2997.73,9108.14,Online Marketplace,2027-12-02,Not Recycled,0.0,21.43,16.66,Resold,40.0,4411.24
EC108049,Electronics,Laptop,EcoTech,2022-06-22,100242.7,Glass,1.06,Coimbatore,61,2027-06-26,Customer Return,Fair,Online Platform,Passed,Refurbished,10271.55,45360.45,Manufacturer Outlet,2027-09-03,Recycled,0.92,0.12,3.33,Resold,93.4,27069.48
EC108050,Industrial Equipment,Power Supply,GreenMotion,2022-02-07,98997.26,Mixed Materials,40.97,Bengaluru,61,2027-02-11,Warranty Return,Good,Manufacturer Take-Back,Passed,Refurbished,15679.51,68675.11,B2B Reseller,2027-05-04,Not Recycled,0.0,32.16,22.33,Resold,40.0,45075.82
EC108051,Home Appliance,Air Conditioner,NovaWorks,2025-05-04,104876.62,Glass,57.29,Hyderabad,60,2030-04-08,Defect,Fair,Retailer,Passed,Refurbished,8025.56,49239.84,B2B Reseller,2030-04-25,Not Recycled,0.0,54.85,69.24,Resold,40.0,32824.15
EC108052,Electronics,Tablet,TerraMotive,2024-09-14,115891.41,Glass,5.88,Delhi,60,2029-08-19,Warranty Return,Poor,Retailer,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,3.52,1.87,13.52,Recycled,39.93,0.0
EC108053,Automotive,Starter Battery,ReGen Industries,2022-02-21,153840.95,Mixed Materials,11.72,Hyderabad,76,2028-05-20,Defect,Fair,Retailer,Passed,Refurbished,18597.47,60991.02,Retail Store,2028-07-12,Not Recycled,0.0,10.89,20.44,Resold,40.0,30086.27
EC108054,Electronics,Tablet,ReGen Industries,2025-05-05,33432.45,Plastic,5.99,Chennai,27,2027-07-24,Defect,Good,Corporate Buyback,Passed,Refurbished,2676.8,22396.81,B2B Reseller,2027-09-26,Not Recycled,0.0,5.2,10.04,Resold,40.0,17045.41
EC108055,Home Appliance,Refrigerator,ReGen Industries,2025-02-23,89696.65,Copper,77.65,Delhi,43,2028-09-05,Customer Return,Excellent,Manufacturer Take-Back,Passed,Refurbished,11941.85,61241.91,Export Market,2028-10-01,Recycled,49.7,21.07,234.16,Resold,82.0,42124.33
EC108056,Home Appliance,Air Conditioner,EcoTech,2024-06-01,103469.78,Glass,22.99,Mumbai,37,2027-06-16,Trade-In,Good,Manufacturer Take-Back,Failed,Not Refurbished,0.0,49129.89,Online Marketplace,2027-08-08,Not Recycled,0.0,18.95,16.52,Resold,25.0,40852.31
EC108057,Electronics,Tablet,CircularX,2025-02-18,152217.01,Mixed Materials,6.84,Mumbai,67,2030-08-21,Trade-In,Excellent,Corporate Buyback,Passed,Refurbished,10954.13,121350.11,Manufacturer Outlet,2030-09-05,Not Recycled,0.0,6.57,12.68,Resold,40.0,98218.62
EC108058,Home Appliance,Vacuum Cleaner,CircularX,2024-03-22,23321.02,Lithium,58.14,Pune,31,2026-10-08,Upgrade,Excellent,Corporate Buyback,Passed,Refurbished,3530.61,16808.35,Export Market,2026-10-25,Not Recycled,0.0,52.01,57.09,Resold,40.0,11412.06
EC108059,Industrial Equipment,Motor Controller,CircularX,2022-10-25,137040.74,Mixed Materials,58.41,Coimbatore,83,2029-08-19,Trade-In,Poor,Retailer,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,51.04,7.03,225.0,Recycled,53.69,0.0
EC108060,Home Appliance,Microwave,NovaWorks,2022-01-24,37970.31,Steel,7.58,Bengaluru,16,2023-05-19,End of Use,Good,Manufacturer Take-Back,Passed,Not Refurbished,0.0,26185.17,Manufacturer Outlet,2023-07-28,Recycled,5.93,1.43,37.95,Resold,74.12,23147.55
EC108061,Industrial Equipment,Pump,CircularX,2025-12-03,128754.39,Plastic,53.83,Delhi,13,2026-12-28,Customer Return,Good,Collection Center,Failed,Not Refurbished,0.0,74143.44,Retail Store,2027-01-20,Not Recycled,0.0,43.57,44.21,Resold,25.0,63843.09
EC108062,Home Appliance,Vacuum Cleaner,ReGen Industries,2022-07-05,135689.54,Copper,42.18,Pune,81,2029-02-28,Defect,Good,Corporate Buyback,Passed,Not Refurbished,0.0,70433.41,Manufacturer Outlet,2029-05-16,Not Recycled,0.0,41.71,21.13,Resold,25.0,59578.25
EC108063,Industrial Equipment,Sensor Module,TerraMotive,2025-12-05,55541.72,Copper,59.96,Coimbatore,17,2027-04-29,Defect,Poor,Manufacturer Take-Back,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,46.04,12.1,193.59,Recycled,48.39,0.0
EC108064,Automotive,Electric Motor,EcoTech,2022-02-03,206307.71,Copper,36.98,Mumbai,82,2028-10-29,Defect,Poor,Retailer,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,28.32,7.74,49.49,Recycled,48.29,0.0
EC108065,Electronics,Smartwatch,CircularX,2022-06-22,140986.36,Mixed Materials,3.6,Mumbai,72,2028-05-21,End of Use,Good,Retailer,Passed,Refurbished,12293.91,97599.27,Online Marketplace,2028-08-15,Recycled,2.67,0.69,10.21,Resold,87.08,74026.45
EC108066,Home Appliance,Vacuum Cleaner,NovaWorks,2024-06-26,88935.83,Mixed Materials,3.24,Mumbai,26,2026-08-15,Customer Return,Good,Retailer,Passed,Not Refurbished,0.0,60344.06,Retail Store,2026-11-13,Recycled,3.01,0.16,7.27,Resold,81.45,53229.19
EC108067,Electronics,Smartphone,ReGen Industries,2024-07-23,157937.18,Mixed Materials,0.71,Bengaluru,19,2026-02-13,Customer Return,Excellent,Corporate Buyback,Passed,Refurbished,10631.5,131632.73,B2B Reseller,2026-04-17,Not Recycled,0.0,0.64,1.19,Resold,40.0,108366.26
EC108068,Industrial Equipment,Sensor Module,CircularX,2024-06-05,127858.36,Plastic,45.01,Hyderabad,35,2027-04-21,Warranty Return,Excellent,Retailer,Passed,Refurbished,14163.11,102368.7,B2B Reseller,2027-05-30,Recycled,34.94,7.08,162.05,Resold,88.81,77976.92
EC108069,Automotive,EV Battery,ReGen Industries,2023-06-06,160348.32,Aluminum,52.26,Chennai,74,2029-07-04,Trade-In,Fair,Manufacturer Take-Back,Passed,Refurbished,8873.19,40250.75,B2B Reseller,2029-08-10,Not Recycled,0.0,43.49,89.77,Resold,40.0,18549.69
EC108070,Home Appliance,Microwave,ReGen Industries,2024-06-01,39511.61,Steel,26.93,Chennai,12,2025-05-27,Trade-In,Excellent,Collection Center,Passed,Refurbished,3476.43,27705.46,Export Market,2025-07-14,Recycled,17.64,7.21,65.09,Resold,82.75,21068.1
EC108071,Industrial Equipment,Sensor Module,EcoTech,2025-03-20,101237.33,Plastic,26.82,Delhi,40,2028-07-02,Customer Return,Excellent,Collection Center,Passed,Not Refurbished,0.0,74426.85,Export Market,2028-07-28,Not Recycled,0.0,25.58,51.4,Resold,25.0,66327.86
EC108072,Electronics,Monitor,NovaWorks,2024-05-14,63843.18,Steel,0.26,Chennai,48,2028-04-23,Trade-In,Good,Manufacturer Take-Back,Passed,Refurbished,3087.4,37769.33,Manufacturer Outlet,2028-06-26,Not Recycled,0.0,0.21,0.42,Resold,40.0,29574.48
EC108073,Automotive,Electric Motor,NovaWorks,2025-10-29,112656.48,Lithium,42.92,Coimbatore,12,2026-10-24,Upgrade,Fair,Online Platform,Passed,Refurbished,8165.86,32089.53,Retail Store,2026-11-03,Not Recycled,0.0,34.89,41.73,Resold,40.0,14911.15
EC108074,Industrial Equipment,Control Panel,ReGen Industries,2023-10-31,103942.37,Steel,32.87,Hyderabad,6,2024-04-28,Customer Return,Excellent,Collection Center,Failed,Not Refurbished,0.0,67735.9,Export Market,2024-05-19,Not Recycled,0.0,23.89,36.18,Resold,25.0,59420.51
EC108075,Automotive,EV Battery,EcoTech,2023-12-26,96729.54,Glass,19.64,Kolkata,8,2024-08-22,Warranty Return,Good,Collection Center,Passed,Refurbished,8470.64,45621.85,B2B Reseller,2024-08-29,Not Recycled,0.0,15.01,12.61,Resold,40.0,29412.85
EC108076,Electronics,Tablet,NovaWorks,2025-07-30,153256.7,Glass,5.46,Hyderabad,82,2032-04-24,Defect,Good,Corporate Buyback,Passed,Refurbished,8896.21,76405.64,Online Marketplace,2032-06-14,Recycled,3.27,1.64,13.79,Resold,79.95,55248.89
EC108077,Automotive,EV Battery,GreenMotion,2022-04-22,196684.85,Steel,72.15,Pune,34,2025-02-05,Customer Return,Fair,Collection Center,Passed,Refurbished,26955.92,61715.75,Manufacturer Outlet,2025-03-26,Not Recycled,0.0,64.9,139.99,Resold,40.0,19025.04
EC108078,Automotive,Alternator,NovaWorks,2023-05-13,153381.81,Plastic,25.13,Hyderabad,58,2028-02-16,Warranty Return,Fair,Online Platform,Passed,Not Refurbished,0.0,38951.29,B2B Reseller,2028-04-20,Not Recycled,0.0,20.43,22.49,Resold,25.0,26680.75
EC108079,Automotive,Starter Battery,ReGen Industries,2023-09-02,152918.69,Steel,28.29,Chennai,75,2029-10-30,Defect,Good,Retailer,Passed,Refurbished,19804.87,103610.29,Manufacturer Outlet,2029-12-17,Not Recycled,0.0,21.22,34.84,Resold,40.0,71571.92
EC108080,Home Appliance,Vacuum Cleaner,TerraMotive,2024-06-06,97865.17,Plastic,43.7,Bengaluru,3,2024-09-04,Upgrade,Fair,Collection Center,Passed,Refurbished,12934.98,34381.08,Export Market,2024-10-22,Recycled,24.74,14.38,155.9,Resold,78.31,13616.89
EC108081,Electronics,Tablet,TerraMotive,2022-01-19,107351.67,Aluminum,4.31,Mumbai,50,2026-02-27,Upgrade,Fair,Manufacturer Take-Back,Passed,Refurbished,6255.96,30780.9,B2B Reseller,2026-04-01,Recycled,2.97,1.34,18.81,Resold,84.45,15936.81
EC108082,Electronics,Tablet,NovaWorks,2022-07-09,77714.03,Aluminum,4.5,Coimbatore,83,2029-05-03,End of Use,Good,Corporate Buyback,Passed,Not Refurbished,0.0,48072.09,Manufacturer Outlet,2029-05-28,Not Recycled,0.0,3.72,3.7,Resold,25.0,41854.97
EC108083,Electronics,Laptop,EcoTech,2025-02-14,114260.39,Lithium,5.6,Delhi,84,2032-01-09,Upgrade,Excellent,Collection Center,Passed,Not Refurbished,0.0,92741.52,Retail Store,2032-04-06,Not Recycled,0.0,5.3,8.54,Resold,25.0,83600.69
EC108084,Automotive,Alternator,CircularX,2023-11-29,64837.45,Steel,69.13,Kolkata,44,2027-07-11,Customer Return,Good,Corporate Buyback,Failed,Not Refurbished,0.0,32135.14,Online Marketplace,2027-08-18,Not Recycled,0.0,61.63,131.32,Resold,25.0,26948.14
EC108085,Electronics,Smartphone,NovaWorks,2025-09-03,89321.93,Lithium,1.44,Delhi,61,2030-09-07,Defect,Poor,Online Platform,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,1.09,0.3,2.9,Recycled,47.85,0.0
EC108086,Automotive,Starter Battery,TerraMotive,2022-10-09,76104.01,Aluminum,3.0,Mumbai,20,2024-05-31,Upgrade,Good,Online Platform,Passed,Refurbished,11499.81,39445.98,Online Marketplace,2024-06-20,Not Recycled,0.0,2.34,4.99,Resold,40.0,21857.85
EC108087,Automotive,Infotainment Unit,ReGen Industries,2024-06-12,105982.42,Glass,62.86,Bengaluru,67,2029-12-13,End of Use,Good,Collection Center,Passed,Refurbished,8907.09,58403.68,B2B Reseller,2030-02-13,Recycled,42.44,15.63,139.84,Resold,83.76,41018.0
EC108088,Home Appliance,Refrigerator,CircularX,2025-04-06,109952.25,Glass,62.5,Coimbatore,21,2026-12-27,Trade-In,Good,Manufacturer Take-Back,Failed,Not Refurbished,0.0,58354.84,B2B Reseller,2027-03-19,Not Recycled,0.0,51.89,87.83,Resold,25.0,49558.66
EC108089,Automotive,Electric Motor,ReGen Industries,2022-07-17,165734.18,Steel,18.75,Pune,13,2023-08-11,Upgrade,Excellent,Corporate Buyback,Passed,Not Refurbished,0.0,110484.53,Retail Store,2023-09-21,Not Recycled,0.0,15.78,31.15,Resold,25.0,97225.8
EC108090,Home Appliance,Microwave,EcoTech,2025-07-30,112255.32,Plastic,82.41,Coimbatore,45,2029-04-10,Upgrade,Excellent,Manufacturer Take-Back,Passed,Refurbished,16012.18,87798.85,Manufacturer Outlet,2029-07-04,Not Recycled,0.0,62.03,104.47,Resold,40.0,62806.24
EC108091,Electronics,Smartwatch,TerraMotive,2025-09-22,72318.93,Glass,2.1,Bengaluru,9,2026-06-19,Trade-In,Good,Corporate Buyback,Passed,Refurbished,4968.02,34041.37,Retail Store,2026-08-17,Not Recycled,0.0,2.0,2.2,Resold,40.0,23287.84
EC108092,Electronics,Laptop,EcoTech,2023-05-01,87042.24,Aluminum,6.94,Kolkata,47,2027-03-11,Trade-In,Good,Retailer,Passed,Not Refurbished,0.0,47441.79,B2B Reseller,2027-04-11,Not Recycled,0.0,6.45,10.33,Resold,25.0,40478.41
EC108093,Industrial Equipment,Power Supply,GreenMotion,2022-02-20,83835.05,Glass,30.51,Bengaluru,83,2028-12-15,Warranty Return,Fair,Online Platform,Passed,Refurbished,13344.52,38386.22,Retail Store,2028-12-30,Not Recycled,0.0,22.83,34.02,Resold,40.0,18334.9
EC108094,Home Appliance,Washing Machine,NovaWorks,2023-11-26,112095.58,Glass,47.32,Bengaluru,62,2028-12-29,Customer Return,Poor,Manufacturer Take-Back,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,26.95,15.84,58.15,Recycled,38.48,0.0
EC108095,Automotive,Electric Motor,GreenMotion,2023-02-15,111883.85,Steel,3.1,Coimbatore,64,2028-05-19,Defect,Fair,Online Platform,Passed,Refurbished,9332.95,35256.29,B2B Reseller,2028-08-02,Not Recycled,0.0,2.34,5.93,Resold,40.0,16972.63
EC108096,Automotive,Alternator,GreenMotion,2022-11-10,33463.68,Lithium,18.99,Mumbai,27,2025-01-28,Warranty Return,Fair,Online Platform,Passed,Not Refurbished,0.0,13974.64,Online Marketplace,2025-03-23,Not Recycled,0.0,15.67,29.51,Resold,25.0,11297.55
EC108097,Automotive,Starter Battery,CircularX,2025-02-27,210002.86,Steel,54.93,Kolkata,77,2031-06-26,Customer Return,Excellent,Manufacturer Take-Back,Passed,Not Refurbished,0.0,166651.83,B2B Reseller,2031-08-15,Not Recycled,0.0,39.57,70.88,Resold,25.0,149851.6
EC108098,Electronics,Smartwatch,CircularX,2024-09-15,142748.47,Steel,0.24,Coimbatore,28,2027-01-03,Upgrade,Fair,Manufacturer Take-Back,Passed,Refurbished,17082.16,36800.23,Retail Store,2027-03-20,Not Recycled,0.0,0.18,0.4,Resold,40.0,8298.19
EC108099,Home Appliance,Washing Machine,EcoTech,2022-06-28,38072.19,Mixed Materials,6.97,Chennai,4,2022-10-26,Customer Return,Excellent,Retailer,Passed,Not Refurbished,0.0,29007.64,Retail Store,2022-11-30,Recycled,5.21,1.36,34.98,Resold,72.37,25961.86
EC108100,Industrial Equipment,Control Panel,TerraMotive,2022-11-11,63458.36,Copper,29.0,Mumbai,79,2029-05-08,End of Use,Good,Collection Center,Passed,Refurbished,8296.62,35345.46,Manufacturer Outlet,2029-07-08,Not Recycled,0.0,25.05,47.68,Resold,40.0,21972.17
EC108101,Electronics,Laptop,NovaWorks,2022-03-29,105396.91,Glass,6.65,Kolkata,61,2027-04-02,Defect,Excellent,Manufacturer Take-Back,Passed,Not Refurbished,0.0,87570.21,Online Marketplace,2027-06-12,Not Recycled,0.0,6.29,4.72,Resold,25.0,79138.46
EC108102,Industrial Equipment,Motor Controller,GreenMotion,2023-07-21,54790.39,Copper,58.84,Pune,73,2029-07-19,Defect,Poor,Manufacturer Take-Back,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,37.69,17.55,74.17,Recycled,42.03,0.0
EC108103,Electronics,Monitor,EcoTech,2022-06-02,43034.39,Lithium,0.79,Chennai,25,2024-06-21,End of Use,Good,Corporate Buyback,Passed,Refurbished,2964.82,30040.59,Retail Store,2024-07-12,Not Recycled,0.0,0.68,1.48,Resold,40.0,23633.02
EC108104,Automotive,Starter Battery,TerraMotive,2022-03-26,143390.73,Copper,11.28,Bengaluru,57,2026-11-30,Customer Return,Good,Manufacturer Take-Back,Passed,Refurbished,13325.23,91954.04,B2B Reseller,2026-12-11,Not Recycled,0.0,10.24,13.58,Resold,40.0,67157.55
EC108105,Home Appliance,Air Conditioner,EcoTech,2025-02-01,85036.39,Plastic,39.75,Pune,58,2029-11-07,End of Use,Excellent,Manufacturer Take-Back,Passed,Refurbished,12640.96,66712.07,Export Market,2030-01-18,Recycled,29.33,9.07,114.26,Resold,86.89,47268.2
EC108106,Automotive,Starter Battery,CircularX,2024-08-12,168697.61,Lithium,40.96,Delhi,28,2026-11-30,Defect,Good,Retailer,Failed,Not Refurbished,0.0,95414.76,Retail Store,2027-02-02,Not Recycled,0.0,38.03,66.56,Resold,25.0,81918.95
EC108107,Automotive,Alternator,NovaWorks,2024-08-11,67726.34,Plastic,47.11,Delhi,38,2027-09-25,Trade-In,Fair,Online Platform,Failed,Not Refurbished,0.0,26445.35,B2B Reseller,2027-10-26,Not Recycled,0.0,43.99,35.84,Resold,25.0,21027.24
EC108108,Electronics,Laptop,NovaWorks,2022-11-18,63465.26,Aluminum,4.87,Kolkata,42,2026-05-01,Defect,Good,Corporate Buyback,Passed,Refurbished,9708.04,31639.56,Online Marketplace,2026-07-28,Not Recycled,0.0,3.93,3.82,Resold,40.0,16854.3
EC108109,Electronics,Monitor,EcoTech,2025-07-04,87401.37,Aluminum,2.61,Hyderabad,18,2026-12-26,End of Use,Fair,Manufacturer Take-Back,Passed,Refurbished,6686.0,25377.62,Retail Store,2027-02-25,Not Recycled,0.0,2.56,4.21,Resold,40.0,11699.51
EC108110,Automotive,Alternator,NovaWorks,2022-08-04,76694.68,Lithium,15.04,Chennai,6,2023-01-31,Upgrade,Fair,Retailer,Passed,Refurbished,3579.33,25538.81,Manufacturer Outlet,2023-04-05,Not Recycled,0.0,14.05,23.08,Resold,40.0,15823.91
EC108111,Home Appliance,Washing Machine,NovaWorks,2022-01-17,24020.28,Copper,68.23,Pune,76,2028-04-15,Customer Return,Good,Corporate Buyback,Passed,Refurbished,3291.85,14197.03,Online Marketplace,2028-07-04,Not Recycled,0.0,62.89,74.58,Resold,40.0,8983.56
EC108112,Industrial Equipment,Control Panel,NovaWorks,2024-10-27,146351.79,Glass,54.74,Bengaluru,49,2028-11-05,End of Use,Good,Collection Center,Passed,Refurbished,19787.82,69830.12,Manufacturer Outlet,2028-12-20,Not Recycled,0.0,45.31,104.98,Resold,40.0,38334.16
EC108113,Electronics,Monitor,GreenMotion,2024-10-02,61842.61,Aluminum,1.66,Coimbatore,24,2026-09-22,Customer Return,Excellent,Manufacturer Take-Back,Passed,Refurbished,6042.33,41336.55,Export Market,2026-12-13,Not Recycled,0.0,1.34,1.48,Resold,40.0,30346.81
EC108114,Automotive,Infotainment Unit,NovaWorks,2025-07-02,199855.93,Glass,34.63,Coimbatore,28,2027-10-20,Upgrade,Excellent,Online Platform,Failed,Not Refurbished,0.0,155761.19,Online Marketplace,2027-12-20,Not Recycled,0.0,34.17,49.74,Resold,25.0,139772.72
EC108115,Electronics,Laptop,CircularX,2022-01-01,166462.23,Copper,3.44,Coimbatore,37,2025-01-15,Warranty Return,Fair,Retailer,Passed,Refurbished,15461.76,81655.17,B2B Reseller,2025-02-25,Recycled,2.59,0.82,12.99,Resold,87.65,52876.43
EC108116,Automotive,Electric Motor,ReGen Industries,2022-03-14,96000.58,Plastic,68.98,Bengaluru,18,2023-09-05,Defect,Fair,Collection Center,Passed,Refurbished,4069.41,24375.54,Online Marketplace,2023-11-09,Not Recycled,0.0,62.28,108.59,Resold,40.0,12626.08
EC108117,Electronics,Smartphone,CircularX,2025-12-13,66098.82,Glass,4.38,Chennai,5,2026-05-12,Upgrade,Good,Retailer,Passed,Refurbished,4596.95,36964.41,Retail Store,2026-07-26,Recycled,3.57,0.6,11.92,Resold,90.75,27079.55
EC108118,Automotive,Alternator,TerraMotive,2022-03-07,192260.21,Steel,49.3,Chennai,21,2023-11-27,Customer Return,Good,Corporate Buyback,Passed,Refurbished,29537.54,121884.62,B2B Reseller,2024-01-24,Recycled,45.5,3.34,161.69,Resold,96.15,76966.26
EC108119,Home Appliance,Vacuum Cleaner,ReGen Industries,2025-08-04,42201.31,Lithium,33.1,Coimbatore,47,2029-06-14,Upgrade,Good,Manufacturer Take-Back,Passed,Not Refurbished,0.0,20650.85,Online Marketplace,2029-06-29,Not Recycled,0.0,23.38,57.48,Resold,25.0,17274.75
EC108120,Home Appliance,Washing Machine,GreenMotion,2022-04-20,17076.29,Plastic,12.52,Hyderabad,17,2023-09-12,Defect,Fair,Retailer,Passed,Refurbished,1309.79,8274.37,Online Marketplace,2023-11-19,Recycled,8.79,3.5,27.43,Resold,85.1,5598.48
EC108121,Electronics,Tablet,EcoTech,2024-02-25,160101.15,Mixed Materials,7.43,Delhi,52,2028-06-03,Customer Return,Fair,Manufacturer Take-Back,Passed,Refurbished,21198.7,40310.57,Manufacturer Outlet,2028-07-11,Recycled,6.33,0.93,27.83,Resold,92.6,6303.78
EC108122,Industrial Equipment,Motor Controller,EcoTech,2024-08-22,56105.74,Glass,42.08,Mumbai,12,2025-08-17,Trade-In,Good,Retailer,Passed,Refurbished,6005.15,27168.18,B2B Reseller,2025-09-09,Not Recycled,0.0,37.98,31.8,Resold,40.0,16674.57
EC108123,Industrial Equipment,Pump,EcoTech,2023-07-31,14128.14,Glass,8.19,Kolkata,60,2028-07-04,End of Use,Good,Manufacturer Take-Back,Passed,Refurbished,942.02,7515.01,Online Marketplace,2028-08-25,Not Recycled,0.0,5.87,5.56,Resold,40.0,5442.74
EC108124,Home Appliance,Air Conditioner,ReGen Industries,2022-05-21,109765.12,Copper,49.55,Kolkata,66,2027-10-22,Trade-In,Good,Manufacturer Take-Back,Passed,Refurbished,5780.45,56068.43,Manufacturer Outlet,2028-01-10,Not Recycled,0.0,46.28,58.75,Resold,40.0,41506.77
EC108125,Automotive,Infotainment Unit,TerraMotive,2025-04-13,128274.18,Mixed Materials,33.67,Bengaluru,48,2029-03-23,Warranty Return,Fair,Collection Center,Passed,Refurbished,16655.71,42234.41,Online Marketplace,2029-04-20,Not Recycled,0.0,31.77,48.54,Resold,40.0,15316.77
EC108126,Industrial Equipment,Sensor Module,GreenMotion,2024-03-10,157249.89,Lithium,29.08,Pune,27,2026-05-29,Warranty Return,Fair,Manufacturer Take-Back,Failed,Not Refurbished,0.0,64004.14,B2B Reseller,2026-08-20,Recycled,20.96,7.61,77.95,Resold,71.04,51424.15
EC108127,Electronics,Laptop,CircularX,2025-07-06,19797.01,Glass,1.38,Hyderabad,50,2029-08-14,Warranty Return,Good,Collection Center,Passed,Refurbished,1522.64,10207.71,Manufacturer Outlet,2029-08-24,Not Recycled,0.0,1.36,1.86,Resold,40.0,7101.31
EC108128,Home Appliance,Refrigerator,NovaWorks,2022-01-30,87123.58,Aluminum,8.4,Mumbai,70,2027-10-31,Trade-In,Fair,Retailer,Passed,Refurbished,8847.24,30088.5,Retail Store,2027-11-29,Not Recycled,0.0,6.05,15.34,Resold,40.0,14271.37
EC108129,Automotive,Alternator,GreenMotion,2024-11-21,53089.7,Plastic,18.01,Chennai,3,2025-02-19,Trade-In,Good,Corporate Buyback,Passed,Not Refurbished,0.0,35713.51,B2B Reseller,2025-03-14,Not Recycled,0.0,16.39,33.69,Resold,25.0,31466.33
EC108130,Industrial Equipment,Sensor Module,CircularX,2024-03-09,167754.48,Mixed Materials,29.66,Hyderabad,42,2027-08-21,Defect,Good,Corporate Buyback,Passed,Refurbished,23396.84,89410.06,Retail Store,2027-09-23,Not Recycled,0.0,20.96,46.7,Resold,40.0,52592.86
EC108131,Automotive,Alternator,TerraMotive,2023-07-10,42970.04,Plastic,59.29,Pune,19,2025-01-30,Warranty Return,Fair,Collection Center,Passed,Not Refurbished,0.0,11826.56,Online Marketplace,2025-03-06,Recycled,34.93,18.5,166.76,Resold,64.46,8388.96
